grov_nm,aspect,time_since,burnsev,count,area_ha,prop_area,count_plot,prop_plot,diff
Redwood Mountain,SE to W,five_or_less,Low,multiple,264.7,0.04,4,0.01,0.03
Redwood Mountain,SE to W,five_or_less,Unburned,multiple,216.66,0.03,2,0.01,0.019999999999999997
Redwood Mountain,SE to W,five_or_less,Moderate,multiple,135.29,0.02,3,0.01,0.01
Redwood Mountain,SE to W,five_or_less,High,multiple,152.49,0.02,15,0.05,-0.03
Redwood Mountain,SE to W,more_than_five,Low,one,0,0,0,0,0
Redwood Mountain,SE to W,more_than_five,Low,multiple,0,0,0,0,0
Redwood Mountain,SE to W,more_than_five,Unburned,multiple,0,0,0,0,0
Big Stump,SE to W,five_or_less,Low,one,2.7,0,1,0,0
Big Stump,SE to W,five_or_less,Low,multiple,0,0,0,0,0
Big Stump,SE to W,more_than_five,Low,one,2.96,0,1,0,0
Big Stump,SE to W,more_than_five,Unburned,one or none,64.19,0.01,18,0.06,-0.05
Big Stump,SE to W,more_than_five,Low,multiple,9.16,0,0,0,0
Sequoia Creek,SE to W,five_or_less,Low,one,0.07,0,0,0,0
Sequoia Creek,SE to W,five_or_less,Low,multiple,3.78,0,3,0.01,-0.01
Sequoia Creek,SE to W,more_than_five,Low,one,3.32,0,0,0,0
Sequoia Creek,SE to W,more_than_five,Unburned,one or none,0.49,0,0,0,0
Sequoia Creek,SE to W,more_than_five,Low,multiple,3.99,0,0,0,0
General Grant,SE to W,five_or_less,Low,one,2.86,0,3,0.01,-0.01
General Grant,SE to W,five_or_less,Low,multiple,1.4,0,0,0,0
General Grant,SE to W,more_than_five,Low,one,8,0,6,0.02,-0.02
General Grant,SE to W,more_than_five,Unburned,one or none,6.16,0,0,0,0
General Grant,SE to W,more_than_five,Moderate,one,4.86,0,5,0.02,-0.02
General Grant,SE to W,more_than_five,High,one,2.51,0,0,0,0
General Grant,SE to W,more_than_five,Low,multiple,34.21,0,13,0.04,-0.04
General Grant,SE to W,more_than_five,Unburned,multiple,3.14,0,1,0,0
General Grant,SE to W,more_than_five,Moderate,multiple,10.72,0,6,0.02,-0.02
General Grant,SE to W,more_than_five,High,multiple,0.52,0,0,0,0
