"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","aspect","time_since","burnsev","count_v2","prop_area","area_ha","strata_nm","grove_name","grovearea_ha","unit_name","grove","Ease.of.Access","geometry"
"283","Site-010","Base","None",-118.735671616504,36.3371561453555,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(113340.561050852, -185896.291327507)
"284","Site-018","Base","None",-118.72877793371,36.3272186487426,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(113973.314120819, -186992.251793335)
"285","Site-019","Base","None",-118.723197355297,36.3444185999175,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114447.878923295, -185074.320978136)
"286","Site-022","Base","None",-118.725003025471,36.341972431566,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114289.690655803, -185348.311094593)
"287","Site-026","Base","None",-118.735687918867,36.3361700109709,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(113340.561050852, -186005.88737409)
"288","Site-030","Over","Next",-118.710086095274,36.3265217805561,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115650.109756232, -187047.049816626)
"289","Site-034","Over","Next",-118.72488854185,36.3276696637908,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114321.328309301, -186937.453770044)
"290","Site-038","Over","Next",-118.720423553836,36.3414295061878,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114700.980151281, -185403.109117884)
"291","Site-042","Over","Next",-118.731765406914,36.3385935196857,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(113688.575239334, -185731.897257633)
"292","Site-046","Over","Next",-118.717109620568,36.3285713073991,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115017.356686265, -186827.857723461)
"293","Site-050","Over","Next",-118.730501186481,36.3297030650829,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(113815.125853327, -186718.261676878)
"294","Site-054","Over","Next",-118.733882727438,36.3386163499814,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(113498.749318344, -185731.897257633)
"295","Site-058","Over","Next",-118.732191858443,36.3341597242739,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(113656.937585836, -186225.079467255)
"296","Site-061","Over","Next",-118.740826816613,36.3455951038268,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(112865.996248377, -184964.724931553)
"297","Site-062","Over","Next",-118.7118751557,36.3250619300359,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115491.92148874, -187211.443886501)
"298","Site-066","Over","Next",-118.725266029827,36.3261942861124,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114289.690655803, -187101.847839918)
"299","Site-067","Over","Next",-118.733768435475,36.3455192717294,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(113498.749318344, -184964.724931553)
"300","Site-070","Over","Next",-118.723213820058,36.3434324705612,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114447.878923295, -185183.917024718)
"301","Site-074","Over","Next",-118.735720522332,36.3341977408509,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(113340.561050852, -186225.079467255)
"302","Site-078","Over","Next",-118.717076539625,36.3305435774404,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115017.356686265, -186608.665630295)
"303","Site-082","Over","Next",-118.730452081653,36.3326614735451,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(113815.125853327, -186389.473537129)
"304","Site-086","Over","Next",-118.723640794321,36.3389987160612,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114416.241269796, -185677.099234341)
"305","Site-090","Over","Next",-118.732438491146,36.3405733992435,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(113625.299932337, -185512.705164467)
"306","Site-094","Over","Next",-118.715337141175,36.3290451004598,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115175.544953757, -186773.059700169)
"307","Site-098","Over","Next",-118.730222011514,36.3252616324048,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(113846.763506826, -187211.443886501)
"308","Site-102","Over","Next",-118.73493323197,36.339120817464,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(113403.836357849, -185677.099234341)
"309","Site-109","Over","Next",-118.72623419689,36.3316295159461,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114194.777695308, -186499.069583712)
"310","Site-110","Over","Next",-118.71738804621,36.3330127643881,"None",138694.464133713,0.000007210093108,"None","NW_E","under5","Low","one",0.07,388.344499574397,"NW_E-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114985.719032767, -186334.675513838)
"311","Site-02","Base","None",-118.703426082038,36.3373125346315,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(116230.792353761, -185839.87380763)
"312","Site-04","Base","None",-118.712460626672,36.3295782024391,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115432.616496532, -186710.324894579)
"313","Site-07","Base","None",-118.71798051398,36.3347073955387,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114930.061327166, -186147.091838317)
"314","Site-11","Base","None",-118.728592782417,36.3311362690263,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(113984.075126006, -186556.715879235)
"315","Site-15","Base","None",-118.719713941607,36.3296574550473,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114782.250983235, -186710.324894579)
"316","Site-18","Base","None",-118.711292999549,36.3401638830121,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115521.302702891, -185532.655776942)
"317","Site-19","Base","None",-118.716646179826,36.3356144371585,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115048.309602311, -186044.685828088)
"318","Site-20","Base","None",-118.736584229274,36.3464288955957,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(113245.023406349, -184867.016710451)
"319","Site-23","Base","None",-118.715556425984,36.3415929626474,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115136.99580867, -185379.046761598)
"320","Site-27","Over","Next",-118.724345063289,36.3287862145975,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114368.382020227, -186812.730904808)
"321","Site-31","Over","Next",-118.721032727753,36.329671816512,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114664.00270809, -186710.324894579)
"322","Site-35","Over","Next",-118.720924863356,36.3361218883384,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114664.00270809, -185993.482822973)
"323","Site-39","Over","Next",-118.722550399351,36.3375219768682,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114516.192364158, -185839.87380763)
"324","Site-43","Over","Next",-118.717122735779,36.3268643668091,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115018.747533525, -187017.542925266)
"325","Site-45","Over","Next",-118.705788759575,36.3341129525919,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(116023.857872257, -186198.294843432)
"326","Site-47","Over","Next",-118.71808862466,36.3282573222057,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114930.061327166, -186863.933909922)
"327","Site-51","Over","Next",-118.720249995995,36.3370361460469,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114723.126845662, -185891.076812744)
"328","Site-55","Over","Next",-118.723148324451,36.3412148889986,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114457.068226586, -185430.249766712)
"329","Site-59","Over","Next",-118.719345674599,36.3319574611436,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114811.813052021, -186454.309869005)
"330","Site-61","Over","Next",-118.701141455496,36.3359048947038,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(116437.726835265, -185993.482822973)
"331","Site-63","Over","Next",-118.716677102968,36.3337715621553,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115048.309602311, -186249.497848547)
"332","Site-66","Over","Next",-118.709974034319,36.3401494123125,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115639.550978036, -185532.655776942)
"333","Site-67","Over","Next",-118.719958823506,36.3347289613144,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114752.688914448, -186147.091838317)
"334","Site-71","Over","Next",-118.723194476993,36.3384505804693,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114457.068226586, -185737.4677974)
"335","Site-75","Over","Next",-118.719085411427,36.3278073880528,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114841.375120807, -186915.136915037)
"336","Site-79","Over","Next",-118.717351984231,36.3328573235888,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114989.185464738, -186351.903858776)
"337","Site-83","Over","Next",-118.718915648128,36.3379432124612,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114841.375120807, -185788.670802515)
"338","Site-87","Over","Next",-118.730525121013,36.3339219768957,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(113806.702713288, -186249.497848547)
"339","Site-91","Over","Next",-118.72063367399,36.333814704306,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114693.564776876, -186249.497848547)
"340","Site-93","Over","Next",-118.704376243009,36.3396270298602,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(116142.106147402, -185583.858782056)
"341","Site-95","Over","Next",-118.713395464589,36.332814070934,"None",121093.480591319,0.000008258082889,"None","NW_E","under5","Unburned","none",0.06,290.624353419165,"NW_E-under5-Unburned-none","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115343.930290173, -186351.903858776)
"342","Site-002","Base","None",-118.708980163779,36.344266098193,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115722.407952946, -185074.008756287)
"343","Site-003","Base","None",-118.733379055884,36.3469365194655,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(113531.54526633, -184806.77738406)
"344","Site-006","Base","None",-118.725758521921,36.3290575103227,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114241.261347909, -186784.289538541)
"345","Site-018","Base","None",-118.712746031293,36.325067731698,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115413.835743563, -187211.859734105)
"346","Site-029","Base","None",-118.724045852318,36.328557933005,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114395.547452601, -186837.735812987)
"347","Site-034","Base","None",-118.709754408002,36.3187819854395,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115691.550732007, -187906.661301896)
"348","Site-045","Base","None",-118.718012613464,36.3188723859842,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114950.977429489, -187906.661301896)
"349","Site-050","Over","Next",-118.726366720269,36.3338740202191,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114179.546906033, -186249.826794087)
"350","Site-061","Over","Next",-118.721019355321,36.3448787174738,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114642.405220107, -185020.562481842)
"351","Site-066","Over","Next",-118.727807355874,36.3300416942163,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114056.11802228, -186677.396989651)
"352","Site-074","Over","Next",-118.7107947873,36.3183124106279,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115598.979069193, -187960.107576341)
"353","Site-085","Over","Next",-118.722989356822,36.3299894329424,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114488.119115415, -186677.396989651)
"354","Site-097","Over","Next",-118.718988518213,36.3222499924001,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114858.405766674, -187532.537380778)
"355","Site-109","Over","Next",-118.72054013678,36.3323677506307,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114704.119661983, -186410.165617423)
"356","Site-110","Over","Next",-118.736805362596,36.3479353685081,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(113222.973056947, -184699.884835169)
"357","Site-114","Over","Next",-118.711818957536,36.3188046399913,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115506.407406378, -187906.661301896)
"358","Site-115","Over","Next",-118.732290590636,36.3502916962801,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(113624.116929144, -184432.653462942)
"359","Site-118","Over","Next",-118.716988402472,36.3183802106254,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115043.549092304, -187960.107576341)
"360","Site-126","Over","Next",-118.713114423519,36.3236287847468,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115382.978522625, -187372.198557441)
"361","Site-133","Over","Next",-118.715883478656,36.3226970920886,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115136.120755119, -187479.091106332)
"362","Site-138","Over","Next",-118.732081916862,36.3421126501204,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(113654.974150083, -185341.240128515)
"363","Site-139","Over","Next",-118.707570828989,36.3461745680331,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115845.836836699, -184860.223658506)
"364","Site-142","Over","Next",-118.707017934036,36.3177899100913,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115938.408499513, -188013.553850786)
"365","Site-145","Over","Next",-118.716888844229,36.3448336959364,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115012.691871366, -185020.562481842)
"366","Site-150","Over","Next",-118.726350703318,36.334835828556,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114179.546906033, -186142.934245196)
"367","Site-157","Over","Next",-118.722605056197,36.3323902155183,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114518.976336354, -186410.165617423)
"368","Site-162","Over","Next",-118.710746157667,36.3211978487379,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115598.979069193, -187639.429929668)
"369","Site-163","Over","Next",-118.719626413928,36.3458255289848,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114765.83410386, -184913.669932951)
"370","Site-170","Over","Next",-118.708025828903,36.3192439852653,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115845.836836699, -187853.21502745)
"371","Site-178","Over","Next",-118.727023023735,36.3358050948408,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(114117.832464156, -186036.041696305)
"372","Site-185","Over","Next",-118.695720480535,36.3142980540397,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(116956.696790476, -188387.677771904)
"373","Site-186","Over","Next",-118.729104020586,36.3348656375099,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(113932.689138527, -186142.934245196)
"374","Site-193","Over","Next",-118.706226515986,36.3442358178994,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(115969.265720452, -185074.008756287)
"375","Site-07","Base","None",-118.703006160112,36.3191247802728,"None",30031.2044300681,0.00003329869777,"None","SE_W","under5","Moderate","one",0.04,60.0624088601363,"SE_W-under5-Moderate-one","Garfield",747.700354227087,"Sequoia and Kings Canyon National Parks","Garfield","Moderate",c(116296.082407163, -187860.315181206)
