"","siteID","siteuse","replsite","lon_WGS84","lat_WGS84","stratum","wgt","ip","caty","aspect","time_since","burnsev","count_v2","prop_area","area_ha","strata_nm","grove_name","grovearea_ha","unit_name","grove","Ease.of.Access","geometry"
"827","Site-103","Over","Next",-118.925444028061,36.6825972407432,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95894.1200041212, -147717.876837736)
"828","Site-104","Over","Next",-118.924516998344,36.6832091781227,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95976.0737323142, -147648.930656059)
"829","Site-105","Over","Next",-118.925942000615,36.6826382645755,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95849.6308373879, -147713.82117999)
"830","Site-106","Over","Next",-118.925530461933,36.6820506349954,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95887.0953988475, -147778.711703922)
"831","Site-107","Over","Next",-118.924714569325,36.6822256714007,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95959.6829866756, -147758.433415193)
"832","Site-108","Over","Next",-118.92461060359,36.6840128725539,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95966.7075919493, -147559.706185653)
"833","Site-109","Over","Next",-118.927198252681,36.6828686426411,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95737.2371530089, -147689.487233516)
"834","Site-110","Over","Next",-118.924703230156,36.6830284102423,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95959.6829866756, -147669.208944787)
"835","Site-111","Over","Next",-118.925176514381,36.682959733981,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95917.5353550335, -147677.320260279)
"836","Site-112","Over","Next",-118.924463494499,36.6832816763866,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95980.7568024967, -147640.819340567)
"837","Site-113","Over","Next",-118.925939941308,36.6827842171092,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95849.6308373879, -147697.598549007)
"838","Site-114","Over","Next",-118.925502680847,36.6821598606537,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95889.4369339388, -147766.544730685)
"839","Site-115","Over","Next",-118.925058214171,36.6820463364222,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95929.2430304897, -147778.711703922)
"840","Site-116","Over","Next",-118.924560192257,36.6838664421742,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95971.3906621318, -147575.928816636)
"841","Site-117","Over","Next",-118.927329948222,36.6828333463631,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95725.5294775527, -147693.542891262)
"842","Site-118","Over","Next",-118.924757764386,36.6828829356121,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95954.9999164932, -147685.43157577)
"843","Site-119","Over","Next",-118.925227956642,36.683033187894,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95912.8522848511, -147669.208944787)
"844","Site-120","Over","Next",-118.92466823137,36.6836484693331,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95962.0245217669, -147600.26276311)
"845","Site-121","Over","Next",-118.926251688158,36.683006009477,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95821.5324162931, -147673.264602533)
"846","Site-122","Over","Next",-118.925267071768,36.6821212234098,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95910.5107497598, -147770.60038843)
"847","Site-123","Over","Next",-118.924980021499,36.6820091316715,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95936.2676357634, -147782.767361667)
"848","Site-124","Over","Next",-118.924609572643,36.6840858487741,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95966.7075919493, -147551.594870162)
"849","Site-125","Over","Next",-118.927354642036,36.6829430491292,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95723.1879424615, -147681.375918025)
"850","Site-126","Over","Next",-118.924920335197,36.6825194877889,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95940.9507059458, -147725.988153227)
"851","Site-127","Over","Next",-118.925862777176,36.6826740366861,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95856.6554426616, -147709.765522245)
"852","Site-128","Over","Next",-118.924406897153,36.6835731033256,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95985.4398726792, -147608.374078602)
"853","Site-129","Over","Next",-118.926359721207,36.6827880350207,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95812.1662759282, -147697.598549007)
"854","Site-130","Over","Next",-118.924862709478,36.6828838912806,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95945.6337761283, -147685.43157577)
"855","Site-131","Over","Next",-118.925153884521,36.6827040782435,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95919.8768901248, -147705.709864499)
"856","Site-132","Over","Next",-118.925037603958,36.6835058615697,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95929.2430304897, -147616.485394093)
"857","Site-133","Over","Next",-118.925760921838,36.682454153099,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95866.0215830265, -147734.099468719)
"858","Site-134","Over","Next",-118.924975899222,36.6823010367637,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95936.2676357634, -147750.322099702)
"859","Site-135","Over","Next",-118.924973794475,36.6843081223236,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95933.9261006721, -147527.260923687)
"860","Site-136","Over","Next",-118.924989253289,36.6832134788588,"None",759.712601301145,0.001316287235841,"None","SE_W","under5","Low","many",0.11,2.58302284442389,"SE_W-under5-Low-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95933.9261006721, -147648.930656059)
"861","Site-048","Base","None",-118.922277693922,36.7210662313221,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96128.0726571535, -143439.360963293)
"862","Site-064","Over","Next",-118.935500597203,36.6908891005501,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(94986.3554824381, -146806.476253355)
"863","Site-088","Over","Next",-118.928354750164,36.7071752952415,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95603.4999012032, -144989.30292221)
"864","Site-100","Over","Next",-118.921410346746,36.7090357043526,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96220.6443199683, -144775.517824428)
"865","Site-112","Over","Next",-118.93548714737,36.6918507946012,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(94986.3554824381, -146699.583704464)
"866","Site-136","Over","Next",-118.929697602359,36.7100729020406,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95480.0710174502, -144668.625275538)
"867","Site-148","Over","Next",-118.934469977595,36.6903988973449,"None",131936.425372129,0.000007579408015,"None","SE_W","under5","Low","one",0.12,646.48848432343,"SE_W-under5-Low-one","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95078.9271452529, -146859.9225278)
"868","Site-01","Base","None",-118.927837487253,36.6826408492639,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95680.480352095, -147715.448538864)
"869","Site-02","Base","None",-118.914494513356,36.6991960293665,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96850.0978282991, -145862.023295229)
"870","Site-03","Base","None",-118.892887465759,36.6889116039456,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(98791.1651292337, -146982.699023939)
"871","Site-04","Base","None",-118.882393295253,36.7008357989441,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(99711.9278232667, -145646.508732016)
"872","Site-05","Base","None",-118.925617759532,36.681844991235,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95879.5641778319, -147801.65436415)
"873","Site-06","Base","None",-118.911516999023,36.7123551013393,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(97098.9526104702, -144396.524265378)
"874","Site-07","Base","None",-118.888095931929,36.6923571483419,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(99214.2182589245, -146594.772810155)
"875","Site-08","Base","None",-118.884055319802,36.7016271946061,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(99562.6149539641, -145560.30290673)
"876","Site-09","Base","None",-118.906830295271,36.6890415085312,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(97546.8912183782, -146982.699023939)
"877","Site-10","Base","None",-118.917609613279,36.7155137789073,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96551.4720896938, -144051.700964236)
"878","Site-11","Base","None",-118.887481513513,36.6962297643376,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(99263.9892153588, -146163.743683728)
"879","Site-13","Over","Next",-118.917940491186,36.6922465576064,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96551.4720896938, -146637.875722797)
"880","Site-14","Over","Next",-118.925486059157,36.7109316596954,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95854.6786996148, -144568.935915949)
"881","Site-15","Over","Next",-118.901403284423,36.6979114555119,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(98019.7153045033, -145991.332033157)
"882","Site-17","Over","Next",-118.919351354606,36.691095960005,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96427.0446986083, -146767.184460725)
"883","Site-18","Over","Next",-118.917631678101,36.7139626367799,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96551.4720896938, -144224.112614807)
"884","Site-19","Over","Next",-118.891135239779,36.6943249290733,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(98940.4779985363, -146379.258246941)
"885","Site-21","Over","Next",-118.906194565446,36.6944653780111,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(97596.6621748124, -146379.258246941)
"886","Site-22","Over","Next",-118.916745146425,36.7174450337747,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96626.1285243452, -143836.186401023)
"887","Site-23","Over","Next",-118.888585719032,36.6970158415931,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(99164.4473024903, -146077.537858442)
"888","Site-25","Over","Next",-118.934475236109,36.6865793327475,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95083.2288748844, -147284.419412438)
"889","Site-26","Over","Next",-118.913770683494,36.7108245014686,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96899.8687847334, -144568.935915949)
"890","Site-27","Over","Next",-118.889507248462,36.6912069074063,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(99089.790867839, -146724.081548083)
"891","Site-28","Over","Next",-118.882928326321,36.7023922189842,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(99662.1568668325, -145474.097081445)
"892","Site-29","Over","Next",-118.910745394777,36.6883020092323,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(97198.4945233387, -147068.904849224)
"893","Site-30","Over","Next",-118.916264549854,36.7120109195193,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96675.8994807794, -144439.627178021)
"894","Site-31","Over","Next",-118.889177449415,36.6946943690817,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(99114.6763460561, -146336.155334298)
"895","Site-33","Over","Next",-118.91536988286,36.6964892028254,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96775.4413936478, -146163.743683728)
"896","Site-34","Over","Next",-118.925190689199,36.7120924807816,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95879.5641778319, -144439.627178021)
"897","Site-35","Over","Next",-118.886627847077,36.6973852389807,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(99338.6456500101, -146034.4349458)
"898","Site-37","Over","Next",-118.907583384381,36.6948660732107,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(97472.2347837269, -146336.155334298)
"899","Site-38","Over","Next",-118.925223552816,36.7097657623661,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95879.5641778319, -144698.244653877)
"900","Site-39","Over","Next",-118.888847620143,36.6981818255084,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(99139.5618242732, -145948.229120514)
"901","Site-41","Over","Next",-118.914789996399,36.6980352297533,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96825.212350082, -145991.332033157)
"902","Site-42","Over","Next",-118.892067831035,36.6877403934732,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(98865.821563885, -147112.007761867)
"903","Site-43","Over","Next",-118.884681321718,36.6969790311725,"None",85811.0000735228,0.000011653517604,"None","SE_W","under5","Moderate","many",0.03,94.3921000808751,"SE_W-under5-Moderate-many","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(99512.8439975298, -146077.537858442)
"904","Site-004","Base","None",-118.930067397706,36.7072068054505,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95450.6783438888, -144987.526606418)
"905","Site-007","Base","None",-118.911093016042,36.6988653955541,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(97153.992214565, -145895.288503418)
"906","Site-011","Base","None",-118.927763524125,36.6882974175269,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95679.9705957106, -147086.725993229)
"907","Site-015","Base","None",-118.924337460541,36.6969447738649,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95974.7749194815, -146122.228977668)
"908","Site-020","Base","None",-118.927475835522,36.7087147945186,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95679.9705957106, -144817.321250731)
"909","Site-023","Base","None",-118.909323355694,36.6942545541278,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(97317.7723944377, -146405.90457048)
"910","Site-027","Base","None",-118.925633277377,36.6831730324024,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(95876.5068115579, -147654.077178854)
"911","Site-031","Base","None",-118.91319356502,36.7060317437575,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96957.4559987177, -145100.996843543)
"912","Site-036","Base","None",-118.922523687735,36.6953967375207,"None",148673.40472796,0.000006726152548,"None","SE_W","under5","Unburned","none",0.13,698.765002221413,"SE_W-under5-Unburned-none","Redwood Mountain",1272.11957217678,"Sequoia and Kings Canyon National Parks","Redwood Mountain","Easy",c(96138.5550993542, -146292.434333355)
